Canonical Flashcard ID,Legacy / Package Card ID,Source Position,Status,Disposition,Program Section,Topic,Workbook Number,Chapter Number,Chapter Title,Card Type,Concept,Prompt,Back,Memory Cue,Assessment Record IDs,Source Master Question IDs,Workbook Route,Error Category,Source Concept,Currency Control,Source Accuracy,Version,Review Date,Output Status,Source Family
CTA-EP-002-FC-0555,CTA-FC-0555,CTA-FC-0555,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,Repairing a Poorly Managed Crossing,What principle should guide the clinician’s decision?,"A poorly managed crossing may sometimes be repaired when the therapist responds honestly and keeps the process focused on the client. Appropriate repair may include acknowledging the confusion, clarifying roles, restoring expectations, assessing dependency, consulting, documenting accurately, and monitoring the treatment relationship. Referral may become necessary if objectivity or safety cannot be restored.","When a crossing has created confusion but has not become exploitative, look for: Acknowledge → Clarify → Restore → Consult → Document → Monitor",WB6-C2-Q009,CTA-MQB-0519,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0556,CTA-FC-0556,CTA-FC-0556,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Distinction,Contextual Analysis vs. Direct Action,How should these concepts be separated on the exam?,"Some boundary issues - such as a limited self-disclosure, a session extension, or attendance at a cultural event - require analysis of purpose, client benefit, vulnerability, alternatives, transparency, and treatment impact. Conduct that exploits the client, seriously misuses professional power, causes significant harm, or is expressly prohibited should not be treated as a flexible judgment call. The therapist should stop the problematic conduct, assess client harm and safety, end the inappropriate secondary role, preserve records, protect continuity of care, and follow applicable professional procedures.","First classify the conduct: Possible crossing: Analyze and establish safeguards. Poorly managed crossing: Repair and monitor. Boundary erosion: Restore limits and assess objectivity. Violation or prohibited conduct: Stop, protect, and follow applicable procedures.",WB6-C2-Q010,CTA-MQB-0520,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0557,CTA-FC-0557,CTA-FC-0557,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,Client Vulnerability,What principle should guide the clinician’s decision?,"Client vulnerability can affect how freely a client responds to a therapist’s request or boundary change. A client experiencing trauma, crisis, dependency, isolation, or fear of losing treatment may feel unable to refuse even when the client appears to agree. The therapist should therefore consider whether the crossing could increase dependency, create pressure, interfere with autonomy, or expose the client to exploitation.",,WB6-C2-Q011,CTA-MQB-0521,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0558,CTA-FC-0558,CTA-FC-0558,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,Safer Alternatives,What principle should guide the clinician’s decision?,"A boundary crossing is more defensible when it is necessary to meet a legitimate client need and no clearly safer alternative is available. The therapist should consider whether the same therapeutic purpose could be achieved without creating additional roles, dependency, confidentiality risks, or role confusion. Choosing a less intrusive and less confusing option helps protect client welfare while preserving the therapeutic purpose of the relationship.",,WB6-C2-Q012,CTA-MQB-0522,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0559,CTA-FC-0559,CTA-FC-0559,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,Monitoring a Boundary Crossing,What principle should guide the clinician’s decision?,"Even a carefully considered crossing may have unexpected effects. The therapist should assess whether the client now expects additional social contact, whether confidentiality was affected, and whether the event altered the client’s understanding of the therapeutic relationship. Monitoring allows the therapist to identify and correct role confusion, dependency, or changing expectations before the concern becomes more serious.",A justified crossing is not a one-time decision that ends the analysis. Remember: Evaluate → Act carefully → Monitor → Reevaluate,WB6-C2-Q013,CTA-MQB-0523,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0560,CTA-FC-0560,CTA-FC-0560,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,Foreseeable Risk Before Actual Harm,What principle should guide the clinician’s decision?,"Professional boundaries are preventive. Repeated exceptions, concealment, emotional overinvolvement, and increasing special access are warning signs even before a client reports severe harm. The therapist should assess the pattern, clarify whose needs are being met, restore professional limits, evaluate client impact, seek consultation, and monitor whether objectivity and role clarity can be restored.",,WB6-C2-Q014,CTA-MQB-0524,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0561,CTA-FC-0561,CTA-FC-0561,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,Client-Initiated Romantic Contact,What principle should guide the clinician’s decision?,"The therapist remains responsible for maintaining the professional boundary regardless of who initiated the romantic contact. Attraction itself is not misconduct, but it must be managed through self-awareness, clear limits, consultation or supervision, and protection of client welfare. The therapist may explore the client’s feelings clinically without shaming or abandoning the client. The therapist should also monitor whether personal attraction is affecting professional objectivity or the ability to continue treatment appropriately.",When the question says: “The client initiated it” “The attraction is mutual” “Both are adults” “The client consented” do not be distracted. The clinician remains responsible for maintaining the boundary.,WB6-C2-Q015,CTA-MQB-0525,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0562,CTA-FC-0562,CTA-FC-0562,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,"Secrecy, Concealment, and Boundary Violation Risk",What principle should guide the clinician’s decision?,"The scenario contains multiple warning signs of a serious boundary problem: Unlimited special access Therapist-centered emotional support Secrecy Destruction or concealment of communications Fear of professional review The therapist should stop using the client for personal emotional needs, assess whether the client has been pressured or harmed, preserve accurate information, obtain appropriate supervisory or risk-management guidance, and restore professional limits. Continuity of care must also be protected.",Secrecy is not a protective measure. Secrecy usually signals: Impaired judgment + personal benefit + increased exploitation risk,WB6-C2-Q016,CTA-MQB-0526,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0563,CTA-FC-0563,CTA-FC-0563,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,"Crossing, Erosion, and Violation Analysis - Part 1 of 2",What principle should guide the clinician’s decision?,"The initial session extension served an urgent clinical purpose and may have been a professionally appropriate boundary crossing. However, that does not justify the later pattern. The later conduct includes: Repeated special access Social contact unrelated to treatment Therapist-centered self-disclosure Secrecy Increasing dependency Significant role confusion These facts suggest that a limited crossing has progressed into boundary erosion and potentially a boundary violation.",,WB6-C2-Q017,CTA-MQB-0527,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0564,CTA-FC-0564,CTA-FC-0564,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,2,Boundary Crossings and Boundary Violations,Application Principle,"Crossing, Erosion, and Violation Analysis - Part 2 of 2","What additional rule, exception, or safeguard applies?","The therapist should stop the inappropriate personal conduct, assess client harm, restore professional roles, seek consultation or supervision, document accurately, protect continuity of care, and consider referral if objectivity cannot be restored.",Do not evaluate only the first action or the therapist’s original intention. Follow the progression: Appropriate crossing → repeated exceptions → personal involvement → secrecy → dependency → boundary violation risk FORMATTED QUESTION BANK,WB6-C2-Q017,CTA-MQB-0527,WB6-C2,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0565,CTA-FC-0565,CTA-FC-0565,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Multiple Relationships,What principle should guide the clinician’s decision?,"A multiple relationship exists when the therapist has more than one significant role with the same client. In this situation, the therapist is both the client’s treating clinician and employer. The employment relationship may create competing responsibilities, financial pressure, role confusion, and concern about whether the client feels free to disagree with the therapist or end either relationship.",,WB6-C3-Q001,CTA-MQB-0528,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0566,CTA-FC-0566,CTA-FC-0566,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Distinction,Multiple Relationship vs. Boundary Crossing,How should these concepts be separated on the exam?,"A multiple relationship involves an additional role beyond psychotherapy, such as employer, friend, business partner, teacher, neighbor, or religious leader. A boundary crossing is a departure from customary professional practice that may remain within the therapeutic role. For example, attending one significant cultural event may be a crossing without necessarily creating an ongoing social relationship.","Ask: Did the therapist merely depart from ordinary practice, or did the therapist acquire another role with the client? Departure without another role → possible boundary crossing Another ongoing role → multiple relationship",WB6-C3-Q002,CTA-MQB-0529,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0567,CTA-FC-0567,CTA-FC-0567,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Unavoidable Community Overlap,What principle should guide the clinician’s decision?,"Community overlap may be difficult to avoid in rural, religious, cultural, military, educational, or specialized communities. The existence of overlap does not automatically require refusal or referral. The therapist should assess whether the relationship can be managed without compromising confidentiality, objectivity, role clarity, or client welfare. Safeguards may include planning for public encounters, clarifying who will initiate contact, limiting unnecessary social interaction, documenting the discussion, seeking consultation, and monitoring the arrangement over time.","A common exam trap is: “Overlap is unavoidable, so either terminate immediately or ignore it.” The stronger response is usually: Assess → Discuss → Establish safeguards → Document → Monitor",WB6-C3-Q003,CTA-MQB-0530,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0568,CTA-FC-0568,CTA-FC-0568,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Conflict of Interest,What principle should guide the clinician’s decision?,"A conflict of interest arises when the therapist’s personal, financial, or professional interests compete with the therapist’s obligation to prioritize the client’s welfare. If the therapist stands to gain financially from a particular treatment decision, referral, business arrangement, or continuation of services, professional judgment may be influenced by personal benefit rather than clinical need.",A multiple relationship describes the roles. A conflict of interest describes the competing interest that may interfere with professional responsibility.,WB6-C3-Q004,CTA-MQB-0531,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0569,CTA-FC-0569,CTA-FC-0569,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Digital Multiple Relationships,What principle should guide the clinician’s decision?,"Connecting through a personal social-media account may expose private information, create role confusion, expand availability, publicly associate the therapist and client, and shift the relationship toward friendship. The therapist should follow a clear professional policy, maintain the therapeutic role, and explore the request clinically if it appears relevant to attachment, boundaries, expectations, or treatment.",,WB6-C3-Q006,CTA-MQB-0533,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0570,CTA-FC-0570,CTA-FC-0570,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Avoidable Multiple Relationship,What principle should guide the clinician’s decision?,"The therapist would become both clinician and business partner. That additional role creates financial interests that may influence treatment decisions, continuation of care, communication, and termination. The client may also feel unable to refuse because of the therapist’s authority or fear that declining could affect therapy. Because the role is voluntarily created and primarily offers personal financial benefit, the risk of conflict and exploitation is substantial.",Avoidable secondary roles that primarily benefit the therapist are usually more concerning than incidental or unavoidable community overlap.,WB6-C3-Q007,CTA-MQB-0534,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0571,CTA-FC-0571,CTA-FC-0571,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Client Consent and Professional Power,What principle should guide the clinician’s decision?,"Client consent is relevant but not controlling. Financial vulnerability, dependency, desire for approval, or fear of losing treatment may affect whether the client feels genuinely free to decline. The therapist would also become both clinician and employer, creating multiple roles and competing interests. Even fair wages do not eliminate concerns involving pressure, objectivity, confidentiality, treatment decisions, and difficulty ending either relationship.",,WB6-C3-Q008,CTA-MQB-0535,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0572,CTA-FC-0572,CTA-FC-0572,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Former-Client Relationships,What principle should guide the clinician’s decision?,"Termination does not erase the therapist’s confidential knowledge, prior authority, emotional influence, or awareness of the client’s vulnerabilities. Dependency or attachment may also continue after treatment ends. The therapist should therefore evaluate the nature and duration of therapy, how recently it ended, whether the client may return to treatment, and whether the proposed relationship could exploit continuing influence or create harm.",Termination is not an immediate ethical reset. Ask what continues after therapy: Confidential knowledge Prior influence Emotional attachment Dependency Vulnerability Possibility of resumed treatment,WB6-C3-Q009,CTA-MQB-0536,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0573,CTA-FC-0573,CTA-FC-0573,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Multiple-Relationship Decision-Making,What principle should guide the clinician’s decision?,"The overlap is difficult to avoid and declining treatment could significantly limit the client’s access to care. The therapist should therefore determine whether the risks can be responsibly managed. A comprehensive response includes identifying both roles, evaluating confidentiality, power, objectivity, and conflicting loyalties, planning for public contact, limiting unnecessary personal interaction, documenting the safeguards, seeking consultation when useful, and monitoring the arrangement over time. Referral becomes appropriate when confidentiality cannot be protected, objectivity cannot be maintained, roles become incompatible, or the client feels pressured or confused.","For unavoidable multiple relationships, remember: Unavoidable does not mean harmless - but it also does not automatically require referral. Use: Assess → Discuss → Safeguard → Document → Monitor → Refer if unmanageable","WB6-C3-Q010, WB6-C3-Q017","CTA-MQB-0537, CTA-MQB-0544",WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0574,CTA-FC-0574,CTA-FC-0574,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,California Multiple-Relationship Rule,What principle should guide the clinician’s decision?,"California does not impose a blanket prohibition on every multiple or dual relationship. Some overlap may be incidental, unavoidable, or manageable with appropriate safeguards. The therapist should evaluate whether the additional role creates impaired objectivity, confidentiality problems, conflicting loyalties, pressure, dependency, harm, exploitation, or conduct that falls within a specific disciplinary rule.","Do not invent a rule that says: “All dual relationships are prohibited.” Instead, determine whether the overlap is manageable, conflicting, exploitative, or expressly prohibited.",WB6-C3-Q011,CTA-MQB-0538,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0575,CTA-FC-0575,CTA-FC-0575,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Conflicting Loyalties,What principle should guide the clinician’s decision?,"The therapist’s treatment role requires support, confidentiality, and attention to the client’s clinical welfare. The instructor role may require evaluation, criticism, grading, or decisions affecting the client’s advancement. These competing responsibilities may create role confusion, pressure, divided loyalties, and concern that information learned in therapy could influence the therapist’s academic judgment.",,WB6-C3-Q012,CTA-MQB-0539,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0576,CTA-FC-0576,CTA-FC-0576,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,Client Pressure,What principle should guide the clinician’s decision?,"The client’s statement suggests that the therapist’s professional authority affected the client’s ability to decline. The promotional role primarily benefits the therapist and may create pressure, indebtedness, or fear that refusal could affect treatment. The therapist should respond without defensiveness, remove the pressure, clarify that care is not contingent on participation, and assess whether the arrangement affected trust, autonomy, or treatment.",,WB6-C3-Q013,CTA-MQB-0540,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0577,CTA-FC-0577,CTA-FC-0577,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Risk Management,Reevaluating Safeguards,What risk-management principle should guide the response?,"Safeguards should be reevaluated when circumstances reveal that the existing plan is inadequate. The therapist should explore the client’s experience, determine whether private information was exposed, and revise the approach for future encounters. Ongoing monitoring is essential because even a thoughtfully designed plan may need adjustment as relationships, settings, or client preferences change.",Documentation and planning are not one-time permission slips. Use: Plan → Monitor → Discuss → Revise,WB6-C3-Q014,CTA-MQB-0541,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0578,CTA-FC-0578,CTA-FC-0578,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Application Principle,When Referral Is Appropriate,What principle should guide the clinician’s decision?,"Referral becomes appropriate when the therapist cannot maintain objectivity, protect confidentiality, or manage conflicting obligations. The availability of a qualified alternative makes transfer more feasible. The therapist should explain the concern without blaming the client, provide reasonable transition support, avoid abandonment, and maintain confidentiality throughout the process.",Referral is usually strongest when: Objectivity cannot be restored Confidentiality cannot reasonably be protected Roles create incompatible duties The client feels pressured or confused A qualified alternative is available,WB6-C3-Q015,CTA-MQB-0542,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0579,CTA-FC-0579,CTA-FC-0579,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,3,Multiple and Dual Relationships,Key Concept,Manageable Overlap Becoming Unmanageable,What is the key principle to remember?,"A multiple relationship that was initially manageable may become riskier over time. The therapist should not rely solely on the original decision. The therapist should assess the emerging expectations, restore professional limits, address public disclosures, evaluate objectivity and dependency, seek consultation when useful, and determine whether safeguards remain sufficient. Referral may be necessary if the concerns cannot be managed.",A frequent exam trap is focusing only on whether the original decision was reasonable. Ask: What is happening now?,WB6-C3-Q016,CTA-MQB-0543,WB6-C3,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0580,CTA-FC-0580,CTA-FC-0580,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Evaluating Client Gifts - Part 1 of 2,What principle should guide the clinician’s decision?,"Gifts are not automatically appropriate or inappropriate. The therapist should evaluate the gift in context, including: Its financial and emotional value The client’s cultural meaning The client’s financial circumstances Whether the gift is isolated or part of a pattern Whether acceptance could create obligation, favoritism, or an expectation of special treatment How accepting or declining might affect the therapeutic relationship A modest and culturally meaningful gift may sometimes be accepted when it is freely offered, affordable to the client, unlikely to influence treatment, and consistent with applicable organizational policies.",,WB6-C4-Q001,CTA-MQB-0545,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0581,CTA-FC-0581,CTA-FC-0581,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Evaluating Client Gifts - Part 2 of 2,"What additional rule, exception, or safeguard applies?",The decision should remain client-centered and professionally defensible.,Gift questions rarely have an automatic accept or reject answer. Use: VALUE → MEANING → PATTERN → IMPACT,WB6-C4-Q001,CTA-MQB-0545,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0582,CTA-FC-0582,CTA-FC-0582,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Key Concept,California Fee Disclosure,What is the key principle to remember?,"The workbook identifies failure to disclose the fee or the basis for calculating the fee before treatment begins as a California unprofessional-conduct concern. Clients should understand the financial terms of treatment before services start so they can make informed decisions about participation. Relevant information may include the session fee, how charges are calculated, payment expectations, cancellation policies, additional charges, insurance billing, and how future fee changes will be communicated.","When a question states that the fee was explained after treatment began, recognize a direct California-law issue. Do not treat it merely as a general communication problem.",WB6-C4-Q002,CTA-MQB-0546,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
CTA-EP-002-FC-0583,CTA-FC-0583,CTA-FC-0583,Active,KEEP-LCSW,Workbook 6,Boundaries & Exploitation,6,4,"Gifts, Bartering, and Financial Relationships",Application Principle,Referral Compensation,What principle should guide the clinician’s decision?,"The payment is tied directly to sending a professional client rather than to legitimate services actually performed. The workbook identifies paying, accepting, or soliciting monetary or nonmonetary compensation for professional client referrals as a California unprofessional-conduct concern when the compensation is for the referral itself. The rule helps prevent financial incentives from influencing referral decisions that should instead be based on client need, provider competence, accessibility, and continuity of care.","Distinguish between: Payment for legitimate professional or marketing services, and Payment merely for sending or receiving a client The second situation creates the direct California referral-compensation concern.",WB6-C4-Q003,CTA-MQB-0547,WB6-C4,,CTA Master Flashcard Library v1.0 shared-core record; reconciled to final LCSW Stage 5B workbook/rationale lineage.,"Reconciled August 7, 2026; recheck high-change law, BBS guidance, examination administration, NASW ethics, and federal overlays at Stage 5D/release.","August 7, 2026",1.0,2026-08-07,Synchronized,Shared Core
